net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.026474,1.0896,7.8607,0.2836,0.20707,5456.9,0.89393,4.4469,0.014958,197.52,0.37993,0.4467,3.5996,0.21694,0
0.040034,0.64985,-100.53,1.0525,0.10078,2363.3,1.0464,0.73903,-0.22375,155.78,0.658,0.15654,0.35599,0.16195,0
-0.13779,0.8629,-77.954,0.92804,-0.1432,-1872.5,0.61311,-0.91907,-0.08461,138.95,0.52936,-0.33802,-0.77022,-0.49419,0
0.067995,1.5712,-9.7969,1.0454,0.051076,1334.9,0.88384,0.44976,0.29472,62.808,6.4793,0.11202,0.34203,0.1016,0
-0.14611,1.8358,39.762,1.346,-0.078687,-1683.3,0.66239,-8.6543,0.42425,64.059,4.3243,-0.17935,-3.6252,-0.28563,0
-0.032557,0.57434,-173.16,0.72023,-0.034382,-13863.0,0.80817,0.0,-0.31875,350.74,1.1889,4.0224,-1.2382,-0.54752,0
0.10739,0.63011,-189.71,1.2201,0.1456,1754.7,1.0152,2.8766,-0.45664,248.03,1.2083,0.11519,0.43117,0.73576,0
0.0079062,0.40549,-255.54,0.68959,0.13623,3793.8,0.99118,1.1506,-0.47068,351.13,0.6049,0.24331,0.48525,0.33499,0
0.14589,1.0454,-29.458,1.5869,0.15024,985.79,1.0298,8.7006,0.022297,81.703,0.71919,0.085834,1.3085,0.40971,0
0.070444,2.27,57.548,1.1622,0.16826,1307.4,1.1992,1.5512,0.26932,72.333,0.69429,0.10242,0.96423,0.14378,0
0.0091273,1.6414,-65.673,1.0481,0.034443,4110.7,0.92708,0.36456,0.89813,140.66,10.088,0.22115,0.019781,0.016785,0
0.13145,6.6628,21.732,1.7795,0.099323,1556.6,0.64502,8.1949,2.1489,23.923,0.34584,0.12869,0.26107,0.53381,0
0.053104,1.1544,0.66922,1.3989,0.14888,1092.3,1.2647,2.2764,0.049176,66.65,0.64128,0.079954,2.7279,0.14096,0
0.037783,1.2415,-20.686,1.0142,0.038766,4519.1,0.87625,0.41184,1.2994,175.11,59.944,0.32616,0.15046,0.18093,0
0.0063142,0.85171,-116.55,1.0056,0.039929,4977.5,0.87439,0.20457,-0.14051,157.74,1.3542,0.32491,0.024571,0.021192,0
0.00020751,1.1217,-82.408,1.203,0.0085896,31362.0,0.50548,0.79234,1.9865,259.9,34.863,0.77828,0.00056277,0.0018503,0
0.09273,1.1686,-12.299,2.3246,0.06671,1246.9,0.74865,2.1402,0.14643,69.498,7.6479,0.10054,0.62704,0.1972,0
-0.19805,0.96068,-126.85,1.5823,-0.078836,-2518.0,0.62067,-1.823,-0.17499,179.55,16.506,-0.39861,-0.37281,-1.4201,0
0.31178,7.4339,56.934,1.9535,0.19206,260.15,1.0711,2.9769,0.85187,15.984,1.5157,0.01806,1.625,0.42559,0
0.09453,1.9743,19.017,1.0449,0.1094,1070.1,1.2313,0.45705,1.0959,73.022,1.8452,0.10987,0.3716,0.24416,0
0.012221,1.4009,-38.955,3.0934,0.01262,7653.8,0.97738,1.1187,3.6086,78.962,2.2724,0.41313,0.021466,0.067368,0
0.19476,2.6636,0.53751,1.9299,0.13736,199.24,1.2092,48.168,0.35133,30.247,22.754,0.018296,1.3638,0.0,0
0.0039019,1.7617,-5.7628,0.98497,0.022275,2669.4,0.82162,-0.063538,0.61094,56.39,23.528,0.59422,0.013746,0.0059591,0
-0.029858,0.36718,-170.98,0.75101,0.038743,7764.7,0.77317,-0.32038,-0.29128,188.1,0.28117,0.4033,-0.3675,-0.078361,0
0.14333,2.0046,-31.487,1.6805,0.11792,956.27,0.8832,5.1266,1.028,80.747,1.2226,0.078911,0.31654,0.29808,0
0.021842,1.6366,-383.56,0.70672,0.17651,1632.2,0.98215,0.0,0.61835,314.2,0.94571,0.18069,0.048079,0.049396,0
-0.021193,2.2568,-116.72,0.41525,0.013776,24311.0,0.73651,-2.1459,0.62348,192.8,0.68763,-12.845,-0.049432,-0.034239,0
0.075595,1.6607,-52.292,0.96657,0.19657,895.48,0.85199,5.0801,0.49802,130.27,15.388,0.072993,0.22296,0.1416,0
-0.028591,0.68861,-132.3,1.4311,0.0078484,27475.0,0.9891,-2.5059,-0.5844,206.74,32.41,1.5525,-0.11057,-0.18502,0
0.032152,2.1115,4.5591,1.0755,0.078534,1883.1,0.86532,0.51809,0.70999,80.752,1.1516,0.14238,0.11885,0.072984,0
0.11142,2.301,-20.888,1.109,0.10081,626.01,0.95537,1.0303,1.0279,66.856,15.988,0.049971,0.25599,0.15991,0
0.060322,0.30218,-379.61,0.39399,0.2818,2387.8,0.96175,2.3687,-0.26446,388.82,0.13335,0.15423,1.1771,0.2204,0
-0.20744,0.56327,-95.018,1.4286,-0.074571,-3088.9,0.60474,-2.7737,-0.58288,174.96,6.8813,-0.57502,-3.5658,-2.1076,0
0.31614,5.4186,24.482,2.5568,0.18079,380.17,0.96137,0.0,1.7295,25.549,0.67122,0.10985,0.71753,0.60968,0
0.23725,0.69803,-39.513,2.8557,0.099309,1135.1,0.654,2.5268,-0.36995,91.74,1.7094,0.078178,2.887,2.0101,0
0.037918,1.211,-50.613,2.1101,0.034298,3463.8,0.84657,1.1422,0.28271,91.754,2.3605,0.24335,0.097335,0.12106,0
0.10816,2.1947,6.0536,1.0908,0.099559,575.86,1.1983,0.9322,0.81079,53.226,8.3886,0.044909,0.54593,0.19525,0
0.047346,0.94952,-101.87,1.0877,0.10128,1699.8,0.96935,0.80749,-0.051067,178.23,9.1645,0.11224,0.18912,0.11154,0
0.013797,1.5452,-52.175,1.4529,0.030192,4286.5,1.0137,0.0,0.98681,171.76,81.624,0.57108,0.034812,0.028457,0
-0.20057,0.792,-128.98,0.72545,-0.20875,-1619.2,0.4114,-6.1145,-0.16403,182.08,1.0872,-0.16112,-1.0637,-0.61115,0
0.11728,0.91981,-88.994,1.7002,0.13251,1592.7,0.41081,3.7372,-0.40287,204.57,6.0978,0.12221,0.42223,6.916,0
0.095105,3.807,51.615,2.8918,0.061005,1215.0,0.83628,8.8764,5.4947,30.666,1.7444,0.10191,0.36394,0.23041,0
-0.25767,1.1847,-2.4941,1.6246,-0.022985,-3121.0,0.68847,-22.37,0.070049,50.712,4.3554,-0.42512,-4.3727,-0.37854,0
0.11898,6.3924,164.41,1.2804,0.16355,272.67,0.47255,28.455,1.5656,31.834,17.181,0.029608,4.8686,0.14105,0
0.12883,1.1939,-28.885,1.3299,0.11681,2069.0,0.77413,10.674,0.11438,105.28,0.47726,0.17626,0.81414,1.0786,0
0.011949,1.3267,-75.012,1.3759,0.060742,2609.6,0.74098,0.0,0.35639,165.44,2.3987,0.27808,0.037044,0.029689,0
0.082371,2.3445,8.3922,1.0946,0.13538,1160.3,0.91886,0.99745,0.26565,45.153,0.41888,0.089797,0.52216,0.17246,0
0.15149,6.6868,86.803,1.125,0.17557,370.42,0.90457,17.995,1.059,32.597,2.67,0.032274,0.61826,0.18947,0
-0.39838,0.65904,-210.44,0.30508,-1.1896,-814.47,0.191,-6.9498,-0.38019,348.87,2.8293,-0.081337,-2.6002,-2.0949,0
-0.036351,1.6654,-28.578,1.0083,0.12254,1824.4,0.93277,-0.84398,0.19325,66.224,0.72472,0.1439,-0.18192,-0.095068,0
0.068133,5.5449,92.147,1.1141,0.18967,180.81,0.68994,1.2044,0.47835,37.443,163.65,0.017195,0.46324,0.073089,0
0.052316,4.072,162.77,0.9211,0.12505,522.92,0.67012,10.483,1.0288,59.979,405.67,0.047584,1.2578,0.062655,0
0.00043027,1.605,-19.648,1.0032,0.15012,2364.3,0.83655,0.61784,0.13164,121.9,0.45567,0.16462,0.0036563,0.00082029,0
-0.47082,3.5118,7.3689,1.1862,-0.35621,-1048.2,0.78197,-6.7642,9.1457,60.749,0.31327,-0.10749,-0.74727,2.2056,0
0.14733,9.854,316.28,0.69164,0.38178,128.44,1.3545,3.8827,0.63485,31.672,7.9236,0.010712,13.806,0.16242,0
0.099583,4.5366,31.789,1.1915,0.19753,372.3,1.0622,1.8433,0.68364,44.763,1.7491,0.029769,0.33788,0.12687,0
0.018771,1.7441,79.847,1.2615,0.022907,6327.6,0.58782,11.366,2.6804,146.39,430.63,0.60256,0.2156,0.037613,0
0.13993,0.93388,-46.7,1.6261,0.14545,1148.2,0.94376,5.8262,-0.035804,95.982,0.82864,0.093122,0.96335,0.54653,0
0.07159,1.9713,16.14,0.53653,0.23053,1034.0,0.8641,11.834,0.23667,133.51,0.99117,0.094478,0.51016,0.1102,0
0.079134,1.278,1.6234,1.2788,0.10304,1013.3,0.76937,5.097,0.13979,94.031,6.0375,0.077778,2.5854,0.12478,0
0.21234,4.0117,51.887,1.0873,0.073357,296.26,0.86053,0.85089,7.7988,23.13,159.55,0.023519,1.6555,0.287,0
0.0028455,3.1053,-26.489,1.002,0.10635,1343.7,0.67445,0.45691,0.73209,82.973,1.0661,0.098009,0.007299,0.0042102,0
0.13273,4.4391,82.251,1.2229,0.21057,309.66,0.8813,1.9141,0.67929,43.736,3.6748,0.027618,0.89187,0.22182,0
0.0462,1.4762,-1.1779,2.5297,0.019314,5297.4,0.86629,0.0,2.9925,100.11,28.935,8.8977,0.17592,0.15881,0
0.094123,1.5366,32.752,1.0753,0.056602,1463.1,0.74135,0.65941,2.3366,88.798,491.62,0.098019,1.0664,0.2291,0
0.10094,3.2388,-12.803,1.059,0.073029,1356.7,1.0916,0.59475,14.422,59.778,1.0485,0.1171,0.14,0.20941,0
0.073566,1.9732,44.452,2.1599,0.080521,700.56,0.50997,38.479,0.92366,58.845,174.91,0.065266,1.3463,0.11043,0
0.02928,1.2327,8.4193,1.6432,0.13649,976.45,1.3015,1.6576,0.18013,92.429,2.3296,0.076304,0.49984,0.073204,0
0.066194,0.62945,-226.09,0.53722,0.18714,2567.1,0.81248,8.4067,-0.17905,302.02,0.42527,0.2114,0.61989,0.22597,0
0.11208,1.0743,-28.532,1.1248,0.16491,931.92,0.98223,1.272,0.034943,107.75,1.2514,0.080532,1.1282,0.23588,0
0.0055791,0.96397,-15.147,3.9451,0.013409,4945.9,1.0176,1.1661,-0.060532,59.682,16.532,0.28227,0.040898,0.019703,0
0.027354,3.0016,177.71,1.0939,0.2735,1343.5,1.1255,1.1232,0.12204,105.61,0.89603,0.15733,1.0896,0.03756,0
0.030289,2.4803,109.47,1.1805,0.16335,4736.7,1.5676,1.911,0.12592,76.597,0.21098,0.28232,2.4573,0.18649,0
0.0077177,0.81919,-72.726,2.7966,0.015276,7538.9,0.75538,-1.5614,-0.52601,111.0,14.9,3.6382,0.020897,0.065621,0
0.060895,8.311,136.0,0.79039,0.13822,1140.4,1.4307,119.45,0.42368,19.403,1.4423,0.10649,288.67,0.092454,0
0.072106,1.2203,-5.7854,1.4426,0.098679,2074.4,0.74834,5.5441,1.8721,208.49,12.859,0.16325,0.42776,0.37762,0
0.017337,1.4857,-6.2265,0.98616,0.029297,3375.2,1.0078,0.22894,0.73358,93.853,24.222,0.20809,0.068867,0.043598,0
0.014747,1.2904,-91.215,1.4888,0.02248,7979.0,1.0788,1.5107,0.38491,125.15,0.57645,0.40534,0.029946,0.054942,0
0.0012366,0.59066,-61.722,1.1532,0.017653,5113.6,0.75588,1.6131,-0.56289,103.16,46.153,0.051748,0.0096341,0.0061477,0
0.060616,1.0127,-49.443,1.0605,0.054499,3248.8,1.3552,0.53396,0.026189,181.11,19.772,0.25368,0.31831,0.19829,0
0.037408,3.0014,93.193,1.06,0.051942,974.37,0.91501,0.51575,4.3892,53.077,258.92,0.067257,0.56311,0.056607,0
-0.12039,0.92351,-145.22,1.3218,-0.045034,-5967.5,0.76028,-2.4169,-0.34968,232.43,3.7221,-1.2181,-0.26764,-4.492,0
0.0027462,0.96964,-81.124,1.7562,0.0462,2576.7,0.63007,0.84737,-0.032487,108.65,3.5852,0.18632,0.0081122,0.006428,0
-0.17752,3.6073,46.676,1.0623,-0.077712,-942.68,0.35767,-9.2671,1.4385,55.96,12.898,-0.1088,-0.55446,-0.22563,0
0.19368,2.5246,41.687,1.1205,0.12454,419.21,1.0282,1.1781,1.1037,56.156,42.521,0.037379,1.0058,0.26871,0
0.29946,5.3938,112.05,1.4798,0.32081,173.55,0.86664,4.094,0.77418,43.013,3.7581,0.015038,1.6972,0.36325,0
0.025369,7.4,114.0,1.0188,0.088645,583.04,0.83216,0.3694,0.77313,25.947,5.0692,0.04938,0.18229,0.030084,0
0.1178,1.0238,-67.648,2.2982,0.062342,2111.6,0.92981,3.2964,0.069726,121.71,3.398,0.21989,0.27746,0.68841,0
0.0036484,2.0242,-12.452,1.2726,0.045345,1869.2,0.68578,1.4207,0.39113,58.884,2.3487,0.14847,0.014573,0.0051788,0
0.031949,2.1153,65.824,0.58574,0.24215,1532.3,1.0435,1.7003,0.31978,122.8,0.81061,0.12039,0.27387,0.078971,0
-0.35465,3.9057,42.27,0.80909,-0.17958,-261.74,0.82672,-1.8651,0.6418,26.024,5.5826,-0.024632,-2.2489,-0.55886,0
0.10302,10.779,268.88,1.1887,0.22515,150.13,1.8477,1.9091,2.6793,38.391,170.48,0.013927,0.525,0.11628,0
-0.096093,0.5267,-134.27,1.2483,-0.07605,-3308.9,1.003,0.0,-0.42943,193.32,0.86272,24.825,-0.70027,-0.68961,0
0.04125,1.079,-62.352,1.0591,0.061612,2691.3,0.9228,0.57653,0.082214,148.6,3.6107,0.19544,0.19921,0.099555,0
0.060991,1.1766,-6.2064,2.2774,0.047313,2906.7,0.96716,2.6608,0.3077,95.158,1.9051,0.20181,0.48522,0.42969,0
0.094301,77.25,166.1,0.96211,0.13241,125.73,0.80423,4.2009,4.378,4.5967,11.83,0.010892,0.22354,0.098629,0
0.082411,1.4117,-27.928,1.9133,0.056626,2186.1,1.0013,5.588,0.44952,86.103,1.4198,0.16832,0.27181,0.2347,0
0.28699,1.3858,-12.252,1.6234,0.20699,442.78,0.69525,10.979,0.20354,82.321,3.2401,0.038476,3.2231,0.48449,0
0.012305,2.9119,-32.578,0.82645,0.099367,922.12,0.62206,2.1225,0.87239,88.185,11.918,0.075032,0.027911,0.015526,0
0.030203,1.1179,2.1874,3.6273,0.020006,2187.0,0.81417,0.81295,0.084219,40.513,31.704,0.15742,1.1919,0.053439,0
-0.01136,0.72645,-54.287,1.0621,0.0038936,80163.0,0.82104,0.58285,-0.12154,117.05,0.36546,0.78745,-0.32613,-0.12387,0
0.056706,1.4216,-54.459,1.4145,0.062858,2744.5,0.6478,0.0,0.21666,131.41,0.48283,0.69194,0.23181,0.17108,0
0.35301,4.9719,27.645,3.4153,0.1427,111.9,0.99491,19.813,0.42824,8.6521,31.003,0.0097618,6.8075,0.41502,0
0.11505,0.7262,-63.054,2.5098,0.073845,1281.4,0.76565,8.0394,-0.25613,84.735,2.4008,0.10775,0.50827,0.32935,0
0.078785,5.3283,57.628,1.455,0.087526,1374.2,0.66577,31.196,0.6065,19.956,1.1416,0.12984,0.74224,0.15135,0
0.026038,6.5636,23.253,0.33903,0.096299,717.44,0.48909,2.481,0.54452,69.277,81.442,0.24518,1.4536,0.027823,0
0.13587,0.96652,-44.85,1.0941,0.15646,1536.5,1.6932,21.368,-0.027784,183.07,1.3477,0.13388,1.4381,0.48629,0
0.1009,1.0364,-93.134,1.0948,0.10383,1770.7,1.0385,0.93811,0.10543,190.61,13.279,0.15525,0.47532,0.42801,0
0.11386,2.7789,83.39,1.4007,0.10815,780.13,1.534,6.9031,0.8132,58.442,4.1299,0.070259,1.6333,0.16838,0
0.12251,1.1005,-34.337,2.8281,0.049165,2022.1,2.2326,4.0189,0.27019,93.403,5.7955,0.14295,0.56072,0.53331,0
-0.018603,0.91274,-109.94,1.7756,0.00015151,1383500.0,0.64218,-11.928,-1.2133,207.33,208.82,-8.0581,-0.042023,0.94386,0
0.032248,0.81348,-90.454,1.0554,0.1118,2786.4,0.88914,2.7198,-0.21766,211.31,1.2471,0.26418,0.29255,0.32488,0
-0.084683,0.81952,-42.62,1.8614,-0.038141,-4698.7,0.57501,-3.366,-0.11489,78.916,0.41962,-0.55419,-0.55853,-0.98402,0
-0.010689,1.078,-20.969,1.0187,0.080756,2271.3,1.0883,0.15584,0.04647,105.56,1.0619,0.15541,-0.11329,-0.030803,0
-0.11154,0.37943,-237.31,0.8211,-0.12801,-2958.6,0.49911,-1.4703,-0.55664,284.03,2.0904,-0.29443,-0.91985,-0.49219,0
0.076893,1.0193,-62.328,1.0921,0.15551,1319.2,0.92197,1.1321,0.021205,190.55,4.2361,0.10807,0.53924,0.19717,0
0.056618,0.70938,-292.14,0.42787,0.14458,5240.5,1.3138,0.0,-0.18761,527.7,0.46581,5.647,0.53096,0.50633,0
0.034695,0.80714,-27.21,1.0525,0.1678,1144.3,1.0606,0.57757,-0.10358,94.022,0.6944,0.088096,10.233,0.17816,0
0.14321,4.7465,141.15,1.0252,0.19617,713.66,0.77983,5.5703,0.55093,38.0,1.2834,0.057835,8.16,0.23602,0
-0.0086329,0.99958,-86.859,1.0411,0.0051289,95219.0,0.77174,0.3877,-0.00027131,253.36,0.68013,0.72166,-0.069649,-0.043458,0
0.058085,0.11133,-704.2,1.0824,0.12341,5961.4,1.0374,1.3791,-1.0682,791.41,17.72,0.46975,493.69,-0.24114,0
-0.073333,0.97393,-56.81,0.95025,-0.03304,-4242.1,1.2313,-0.54986,-0.018701,109.35,2.6468,-0.53511,-0.4374,-0.15812,0
-0.16348,1.1549,-57.387,0.6558,-0.14003,-1898.5,0.63865,-1.1186,0.03047,79.425,0.25617,-1.0651,-1.572,-0.31298,0
-0.053288,0.87049,-106.96,0.9954,-0.07243,-4301.6,0.63401,-0.8296,-0.054164,201.29,0.89651,-0.49539,-0.45057,-0.101,0
0.11678,1.4456,-95.256,0.86115,0.21756,849.68,0.99923,0.0,0.26817,216.9,1.7522,0.206,0.43694,0.20711,0
0.14866,1.1587,-69.383,1.0641,0.056699,1610.1,2.0205,0.65916,1.3581,91.348,17.033,0.12797,2.4053,0.99888,0
0.00065976,1.0684,6.3196,1.0045,0.0096135,20232.0,1.1957,0.10633,0.2166,182.52,14.726,0.89428,0.029347,0.002982,0
0.010879,0.47631,-158.2,1.0167,0.036548,5695.9,0.69476,0.28649,-0.63157,200.97,4.3007,0.37048,0.057357,0.056287,0
-0.11719,0.69434,-37.763,1.0329,-0.029675,-3355.1,0.49084,0.33988,-0.24249,86.431,3.0027,0.16048,-1.8421,-0.31042,0
-0.09545,2.1039,32.739,1.1724,0.015348,5046.5,0.74477,1.8199,1.292,61.875,3.244,0.037427,-0.48099,-0.23355,0
0.042213,0.7707,-162.57,1.0505,0.13934,2383.9,0.9956,0.81495,-0.13102,251.7,1.024,0.20592,0.28378,0.15127,0
0.2975,2.8516,5.5766,1.1248,0.12831,249.27,1.1615,1.2208,2.6933,33.415,15.795,0.022104,0.64145,0.48161,0
-0.10558,0.84479,-99.522,1.1291,-0.030328,-5419.8,0.95196,2.3707,-0.12588,165.42,57.897,0.18328,-0.81748,-0.21482,0
0.024399,1.3147,-49.825,0.84115,0.082015,2350.9,0.8897,3.749,0.1429,139.44,1.1957,0.18713,0.13369,0.04391,0
0.016947,2.003,19.446,1.0211,0.03555,2074.0,0.42144,0.2128,0.55494,40.115,1.7663,0.14603,0.14212,0.033834,0
0.028675,0.58239,-125.96,1.0304,0.011496,19516.0,0.81014,0.2118,-0.56877,230.94,445.04,0.98314,0.30374,0.11963,0
0.016352,0.65149,-95.518,1.0868,0.012415,11078.0,0.91654,0.27649,-0.51479,141.58,5.9399,0.40248,0.06786,0.081382,0
-0.0059083,0.46557,-266.91,0.39749,0.063934,14086.0,0.773,1.1435,-0.33125,419.61,0.43972,0.40485,-0.66267,-0.30645,0
0.0034991,0.8336,-34.102,1.0392,0.0042392,45146.0,0.84082,0.41617,-0.27011,164.0,3.8144,0.41606,0.22729,0.021407,0
0.012755,1.2459,-8.6287,1.7878,0.046689,1944.5,0.62115,2.0427,0.12427,63.746,2.5888,0.1507,0.11305,0.022969,0
0.037585,2.123,30.965,1.9922,0.023662,2920.0,0.7843,0.0,0.65952,56.507,12.994,1.3157,0.25202,0.060342,0
0.12074,6.8716,159.78,1.148,0.18221,179.95,0.56152,1.2465,1.8276,32.065,32.608,0.01697,1.0153,0.13748,0
-0.12175,0.67996,-96.697,1.9094,-0.025729,-9155.5,0.91599,-1.1114,-0.69228,170.62,1.1034,5.2202,-0.60388,0.52424,0
-0.18021,0.4974,-213.5,0.80734,-0.22722,-2558.0,0.72104,-1.8653,-0.31633,245.32,0.22977,-0.35843,-1.3071,-8.4803,0
-0.067807,1.17,-48.292,0.87242,-0.025197,-6028.7,0.42547,-1.1821,0.073042,118.94,5.4375,-0.24448,-0.43204,-0.10797,0
-0.072706,1.3036,-43.498,0.90906,-0.071649,-2126.1,0.44755,-0.84919,0.090055,92.177,1.0937,-0.27859,-0.45064,-0.10714,0
0.11432,1.3956,-51.901,1.1725,0.16887,995.12,0.79046,1.7075,0.27634,132.96,2.1025,0.081384,0.8454,0.24025,0
0.0057652,1.2842,-2.9528,1.0119,0.049106,2380.3,0.7145,0.17216,0.20926,103.69,6.9894,0.18677,0.050595,0.010145,0
0.00077608,0.7545,-61.358,1.0199,0.013182,9945.2,0.64718,0.5652,-0.28248,104.82,1.5056,0.17629,0.0037121,0.0044497,0
-0.089111,0.66729,-3459.0,3.1062,-1.5964,-3809.9,0.043564,-24.961,-0.066695,3617.0,0.15431,-0.73459,-32.297,-1.1647,0
-0.0038749,2.0795,48.247,0.92921,0.019166,4474.6,0.40061,-0.42653,0.35124,77.46,13.099,-8.8867,-0.045124,-0.0049571,0
-0.084453,0.88723,-30.345,0.99883,-0.01414,-5579.6,0.67245,-0.0055846,-0.20265,76.461,19.879,0.58581,-0.43696,-0.30026,0
0.0076705,1.2571,-75.019,1.0261,0.037938,4694.4,0.92505,0.15442,0.18305,133.14,1.2588,0.33653,0.025909,0.018284,0
0.0040225,0.74343,-187.08,1.0272,0.048332,4661.5,0.91714,0.60446,-0.32389,218.76,2.9463,0.20631,0.010782,0.013184,0
0.015218,0.73599,-93.955,1.1021,0.075837,2655.4,0.95163,1.5509,-0.13129,125.15,0.49787,0.18594,0.094406,0.038826,0
-0.093237,0.66374,-182.19,0.61908,0.066782,5209.6,0.92472,-0.41566,-0.21542,239.51,26.844,0.21739,-0.71883,-0.22745,0
-0.14806,1.0758,-56.229,0.85767,-0.17247,-1049.4,0.44569,-1.5103,0.021055,89.811,0.60124,-0.15644,-1.0857,-0.26941,0
0.18205,2.4092,-29.002,0.7927,0.32677,358.42,0.97856,98.28,0.27337,94.468,1.4984,0.032449,1.3438,0.24416,0
0.18157,1.3021,-12.213,2.3534,0.094666,813.04,0.80205,3.1184,0.28891,74.422,13.365,0.053769,1.289,0.36044,0
0.13375,7.7906,136.64,1.1865,0.25475,143.73,0.90923,2.0742,1.5797,42.038,176.09,0.01412,0.85318,0.15333,0
-0.076124,0.66609,-342.98,0.80196,0.013871,42630.0,0.50592,-1.4955,-0.32954,359.86,0.58506,-0.99454,-0.26625,-0.37748,0
0.00043931,1.698,-11.046,0.95784,0.16666,1047.4,0.89805,-0.32124,0.21259,117.62,2.1902,0.11877,0.0028248,0.00063777,0
0.099084,4.475,56.65,1.1077,0.12124,736.98,0.9665,0.99641,0.87939,36.013,1.4521,0.066111,0.43121,0.16376,0
-0.050985,1.0145,-57.438,0.92324,0.0089651,22405.0,0.72841,-0.68547,0.0053216,133.37,1.6087,1.2293,-0.49427,-0.081074,0
0.023569,1.0577,-33.635,1.0133,0.021025,5120.0,0.77062,0.14815,0.26218,108.83,297.71,0.39975,0.082075,0.11305,0
-0.3717,0.82314,-104.79,1.9056,-0.17117,-990.5,0.46266,-14.916,-0.37958,122.71,1.2717,-0.10658,-0.74424,-3.236,0
0.026578,0.92224,-94.117,1.5226,0.092973,1434.8,0.66947,0.016112,-0.049543,129.05,1.0982,0.15893,0.11633,0.059924,0
0.020573,1.9644,8.5333,1.047,0.19343,2407.4,0.68271,1.257,0.15304,114.64,0.35007,0.17973,0.206,0.047081,0
0.024796,1.1816,-34.536,2.7308,0.021977,4031.6,0.71916,2.0762,0.28283,74.42,2.769,0.28572,0.073922,0.073555,0
0.45115,4.517,18.365,1.4714,0.39168,222.58,1.6772,26.751,2.6367,69.98,1.2215,0.019593,0.81277,0.69562,0
0.10458,0.97393,-44.655,1.0742,0.058033,2026.3,1.2386,0.71085,-0.067468,114.23,5.9358,0.13183,0.41172,0.57992,0
0.012113,1.0475,-27.799,1.0258,0.03037,2831.2,0.59722,0.23433,0.099951,87.954,257.05,0.17331,0.053934,0.042466,0
0.16385,1.518,12.982,1.1034,0.05367,683.98,0.53441,0.52924,1.1167,40.283,239.83,0.055504,1.6756,0.72339,0
0.09644,0.80466,-53.858,1.0614,0.053367,1711.2,0.79413,0.59769,-0.16777,78.656,1.3366,0.13454,0.3843,0.27435,0
0.13306,2.1612,27.886,1.7927,0.14158,610.91,0.95067,12.754,0.55857,53.36,2.1582,0.053736,1.0092,0.23134,0
-0.058354,1.2351,-56.877,0.99733,-0.021833,-8398.3,0.67691,-0.035893,0.2902,158.57,4.3429,0.62187,-0.2095,-0.13379,0
0.081487,0.72566,-68.432,1.0473,0.090418,1528.9,0.94314,0.47157,-0.27037,138.73,12.253,0.11593,0.74238,0.25671,0
0.041509,0.87661,-72.147,1.0238,0.042941,3859.0,0.54522,0.27465,-0.1719,139.38,3.2947,0.35728,0.4108,0.17543,0
-0.14653,0.31483,-171.74,0.90578,-0.093651,-3460.9,0.5939,-1.0581,-0.6225,211.37,0.54973,-0.37495,-2.0529,-11.722,0
-0.14703,1.1882,-46.024,1.0397,0.0020866,78338.0,0.63093,-5.7789,0.089233,96.147,2.0152,1.725,-0.81466,-0.27513,0
0.010192,0.72813,-61.867,1.9489,0.026441,5484.2,1.3993,1.3538,-0.28899,114.65,2.1581,0.3167,0.071684,0.045152,0
0.11506,0.86454,-39.759,1.3518,0.1546,1416.9,1.6194,4.3159,-0.066977,103.76,0.50605,0.1455,1.5216,0.60958,0
0.069015,1.4312,-15.857,1.0647,0.054909,2249.9,0.69529,0.5516,1.022,119.51,8.6585,0.12827,0.22828,0.20636,0
0.0038424,1.0253,-71.324,1.0043,0.055815,3642.0,0.84438,0.10812,0.015347,183.88,5.6852,0.29754,0.025789,0.0065724,0
-0.021741,0.30779,-721.67,0.78436,0.043174,19505.0,0.44875,-0.18026,-2.1245,820.35,2.7131,1.2252,-0.13706,0.026854,0
0.02967,1.8045,-29.286,0.96764,0.041224,1824.8,0.81177,0.2969,0.68678,71.088,24.715,0.13987,0.072878,0.046566,0
0.060055,3.4966,18.541,0.81967,0.12325,965.5,0.75379,2.664,1.385,99.462,3.9102,0.082726,0.1702,0.08273,0
0.20827,4.7817,64.884,1.1658,0.18109,147.06,0.74335,1.7086,0.98238,27.323,24.321,0.013006,1.226,0.27933,0
0.062634,3.5837,16.248,0.75772,0.16561,1297.3,0.53675,3.7748,0.21065,38.998,0.70077,0.14879,0.6783,0.13522,0
0.037591,1.1441,-165.63,1.0546,0.16806,1525.2,1.0295,0.92362,0.15859,246.61,4.8991,0.11589,0.11465,0.082971,0
-0.10267,3.8745,47.375,1.003,-0.00048018,-59704.0,0.64894,-0.2828,2.9278,26.43,31.58,0.35275,-0.45398,-0.13231,0
